,ID,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,lyrics_vector
0,0VjIjW4GlUZAMYd2vXMi3b,0.513,0.73,-5.94,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,"[-0.03788083  0.24337969  0.04466509  0.06580711  0.01727802 -0.18532737
  0.01782773  0.32763612  0.05447181 -0.09575403  0.15299663 -0.01757827
  0.01375502  0.0376709  -0.09036211 -0.15213015  0.18846495 -0.04526839
 -0.00913624 -0.0653016  -0.15457714  0.02530753  0.10672257  0.12867073
 -0.00479077  0.01831267 -0.2507743   0.06919182 -0.11588913 -0.15061118
 -0.02420734 -0.03619788  0.02835564 -0.09528987 -0.11369487  0.21900896
  0.02945756 -0.09209467 -0.10524049 -0.02029772 -0.17887897 -0.05095002
  0.04824384 -0.13307614  0.04632855  0.10465657  0.02704832  0.12049817
 -0.00888128  0.1014593   0.05653641  0.08098108 -0.11099208  0.06445552
  0.076601    0.08341804  0.05792606 -0.04300537 -0.05196484 -0.06140297
 -0.0365223  -0.19226946  0.09502503  0.10101777  0.0194185   0.07653238
 -0.03908111  0.11443649 -0.13261952  0.02716161  0.00906657 -0.03951564
  0.07525727 -0.14845734  0.06542047  0.10687313 -0.12830373  0.11753127
  0.00346518  0.01858735 -0.13276449 -0.16988892 -0.03991377  0.30389996
 -0.00084664  0.00386136 -0.0965233  -0.00684743  0.14804277  0.06086747
  0.11529923 -0.0779917   0.13733978  0.05899613  0.18684146  0.24959312
  0.22241335  0.03621487 -0.11581195  0.10104289 -0.00592381 -0.05880081
  0.15236937 -0.04088302  0.02509459 -0.13719083 -0.03653156  0.01714514
 -0.06737823  0.11158862 -0.24001676 -0.01730858 -0.10506897  0.02484832
  0.00639495  0.05085473 -0.01391139 -0.04427653  0.23568984 -0.23655967
  0.10712509  0.18047595  0.19182107 -0.01152711 -0.12540364  0.07747831
 -0.06449948 -0.1860189  -0.06232032  0.14236525  0.14316148  0.18976026
  0.07973681 -0.12316824  0.0492928   0.12665768  0.0013826  -0.02862141
 -0.22323866 -0.24139753  0.02044493 -0.10807872 -0.12656181  0.08085197
  0.01302556 -0.06593667 -0.22511087 -0.15663511  0.13773455 -0.06112203
  0.03337935 -0.32385792 -0.04393647 -0.13568618 -0.06393134  0.12190923
 -0.11983222 -0.13580143 -0.02446083  0.13546864  0.02443     0.06626372
 -0.27345912  0.07797401 -0.01838963  0.03807071 -0.07858596  0.05622458
  0.04932318  0.33235715 -0.14662921 -0.02980714  0.10130258  0.12597469
 -0.00545553 -0.00652201 -0.01598495 -0.22556593  0.00623265 -0.0381705
 -0.10108619  0.0151267  -0.27126353 -0.09439063 -0.04462404 -0.04698299
  0.12902752  0.33926794  0.01355034 -0.20844641  0.07722118 -0.03981528
 -0.19022661 -0.04012498  0.0381425  -0.26841999  0.07934135 -0.06461751
  0.0182937  -0.0809659  -0.10366456  0.0577738   0.0110207  -0.19658372
  0.06568062 -0.08093971 -0.09351361  0.05667418 -0.03792618  0.02370746
 -0.07351475 -0.14111605 -0.01952494 -0.1380481   0.15160921 -0.17697454
 -0.0385348  -0.33183641 -0.23620957 -0.168941    0.1253333  -0.01326036
 -0.09302006 -0.04509016  0.00392727 -0.04736617  0.00322962 -0.05976753
 -0.08555322  0.04666996  0.08129987 -0.05866133 -0.00611446  0.20045868
 -0.19096402  0.06043154 -0.06099016 -0.00659821  0.03603798 -0.29201483
  0.17976137 -0.23560734 -0.07386872  0.01225494  0.01127411 -0.17208652
 -0.00623827  0.02538394 -0.03070697  0.17947482  0.09349988  0.04171182
  0.03610586  0.11874609 -0.25787406 -0.09755761  0.20812996  0.06364754
 -0.2705919  -0.05502877  0.07879515  0.05192453  0.11898702 -0.31628003
 -0.15672162 -0.04184584  0.07033372  0.13848916 -0.27946897  0.020594
 -0.02447364 -0.04406023  0.02355285 -0.05527215  0.11563839  0.17310752
  0.15190533  0.00963373 -0.32002826  0.08459118  0.13726289 -0.14959349
 -0.10146202  0.03206027  0.03126038  0.05465418 -0.2578301   0.17619991
  0.01859361  0.13741119  0.03858613  0.17628032  0.05559672  0.04319561
  0.20924749  0.20349532 -0.01033395 -0.0829793   0.07534071 -0.08064003]"
1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,"[-4.66570578e-02  2.95954116e-01  5.32997305e-02  8.05669302e-02
  1.95870988e-02 -2.25241799e-01  2.06186975e-02  3.97614906e-01
  6.75296798e-02 -1.16759510e-01  1.85259783e-01 -2.02126117e-02
  1.61956574e-02  4.67345026e-02 -1.09381241e-01 -1.85254174e-01
  2.28439001e-01 -5.52763217e-02 -1.09462175e-02 -7.95624956e-02
 -1.87489633e-01  3.10819398e-02  1.28695212e-01  1.58474610e-01
 -6.08108683e-03  2.49085719e-02 -3.05187967e-01  8.34862177e-02
 -1.40838595e-01 -1.81881712e-01 -3.20266763e-02 -4.42922807e-02
  3.35253998e-02 -1.16686321e-01 -1.37984552e-01  2.67951384e-01
  3.59036066e-02 -1.10561710e-01 -1.28016083e-01 -2.43436269e-02
 -2.17713174e-01 -6.23709473e-02  5.92328928e-02 -1.62754727e-01
  5.62293201e-02  1.27011398e-01  3.13120977e-02  1.45764846e-01
 -1.15405379e-02  1.21222127e-01  6.80103944e-02  9.79629556e-02
 -1.34599956e-01  7.74370074e-02  9.48091385e-02  1.00530593e-01
  7.07603457e-02 -5.19753458e-02 -6.41293204e-02 -7.54175641e-02
 -4.43507547e-02 -2.33387813e-01  1.15332573e-01  1.24195751e-01
  2.47420073e-02  9.37032591e-02 -4.67570557e-02  1.40245674e-01
 -1.60866822e-01  3.54498133e-02  1.08437950e-02 -4.81434979e-02
  9.15462580e-02 -1.78518750e-01  8.07650218e-02  1.31009003e-01
 -1.56635166e-01  1.43680029e-01  3.04409930e-03  2.14156337e-02
 -1.62595839e-01 -2.07543795e-01 -4.94519882e-02  3.69420121e-01
  1.70221012e-04  6.14577760e-03 -1.17126347e-01 -9.17836335e-03
  1.79954845e-01  7.42071184e-02  1.41595438e-01 -9.49888055e-02
  1.66358375e-01  7.31191781e-02  2.25069890e-01  3.03791652e-01
  2.70458294e-01  4.36147211e-02 -1.38966246e-01  1.21226769e-01
 -6.77305950e-03 -7.22924187e-02  1.86339625e-01 -4.94290059e-02
  3.04020688e-02 -1.68084710e-01 -4.56979976e-02  2.08174383e-02
 -7.96453596e-02  1.35186520e-01 -2.94671096e-01 -2.03330059e-02
 -1.28611403e-01  3.02148279e-02  7.19068983e-03  6.03993911e-02
 -1.87490499e-02 -5.38033171e-02  2.87835934e-01 -2.86226450e-01
  1.31466859e-01  2.20945526e-01  2.33064205e-01 -1.29669056e-02
 -1.51175530e-01  9.21220952e-02 -7.88877940e-02 -2.26350416e-01
 -7.59573002e-02  1.74008489e-01  1.74007400e-01  2.29042674e-01
  9.70728497e-02 -1.49283017e-01  6.07574903e-02  1.53906295e-01
  3.02855463e-03 -3.32088637e-02 -2.71672411e-01 -2.93436849e-01
  2.44893666e-02 -1.31804963e-01 -1.53189500e-01  9.92359703e-02
  1.47196614e-02 -8.08105680e-02 -2.72864843e-01 -1.90463629e-01
  1.69057239e-01 -7.31513284e-02  4.09559911e-02 -3.92392590e-01
 -5.25291512e-02 -1.65966386e-01 -7.80105507e-02  1.47042219e-01
 -1.45789427e-01 -1.66269714e-01 -3.02818352e-02  1.63372549e-01
  2.97408508e-02  8.11834381e-02 -3.31536643e-01  9.44487375e-02
 -2.11028047e-02  4.62575537e-02 -9.54204421e-02  6.96786592e-02
  5.92802885e-02  4.04868253e-01 -1.79425537e-01 -3.49950218e-02
  1.22636313e-01  1.52669887e-01 -6.25683503e-03 -9.12572177e-03
 -1.76855952e-02 -2.72907993e-01  9.00132184e-03 -4.60750403e-02
 -1.21890480e-01  1.85634213e-02 -3.30774454e-01 -1.13986427e-01
 -5.22498161e-02 -5.80144750e-02  1.56402064e-01  4.13675856e-01
  1.68386344e-02 -2.51231205e-01  9.37709392e-02 -4.71506626e-02
 -2.30099850e-01 -4.96292179e-02  4.49959901e-02 -3.25779009e-01
  9.55324254e-02 -7.69375048e-02  2.21220511e-02 -9.90929058e-02
 -1.25191937e-01  7.09431586e-02  1.29595425e-02 -2.40530335e-01
  7.96628537e-02 -9.85467894e-02 -1.12548370e-01  6.88871443e-02
 -4.53753786e-02  3.01198524e-02 -9.05309516e-02 -1.70297307e-01
 -2.52646222e-02 -1.66417972e-01  1.83306031e-01 -2.13349209e-01
 -4.65877539e-02 -4.00907820e-01 -2.85174634e-01 -2.06358320e-01
  1.55003451e-01 -1.47759248e-02 -1.12858467e-01 -5.45661153e-02
  5.72671314e-03 -5.87497810e-02  4.96589366e-03 -7.26795888e-02
 -1.03889112e-01  5.59195510e-02  1.00026798e-01 -7.04711866e-02
 -7.49124200e-03  2.42429804e-01 -2.33846870e-01  7.27673595e-02
 -7.45108810e-02 -7.51908156e-03  4.40847741e-02 -3.52527915e-01
  2.17540740e-01 -2.85169792e-01 -8.88368841e-02  1.49329354e-02
  1.28089424e-02 -2.06861253e-01 -6.20284929e-03  2.99441640e-02
 -3.48949275e-02  2.18044659e-01  1.13725177e-01  5.30417034e-02
  4.43584636e-02  1.44748349e-01 -3.11086093e-01 -1.18229510e-01
  2.52357434e-01  7.79615039e-02 -3.29029904e-01 -6.51520688e-02
  9.37193124e-02  6.25270158e-02  1.43465302e-01 -3.82859346e-01
 -1.88833316e-01 -5.12327044e-02  8.56740054e-02  1.66047285e-01
 -3.36651631e-01  2.33620865e-02 -2.93022798e-02 -5.38661337e-02
  2.70905653e-02 -6.66496142e-02  1.39108069e-01  2.09596419e-01
  1.83489822e-01  1.18286455e-02 -3.87800399e-01  1.01428127e-01
  1.67093941e-01 -1.80531510e-01 -1.24555299e-01  3.72487720e-02
  3.80769403e-02  6.65008364e-02 -3.11390287e-01  2.12945947e-01
  2.04259944e-02  1.66432970e-01  4.82475283e-02  2.13472688e-01
  6.81147159e-02  5.21006374e-02  2.53186435e-01  2.46177599e-01
 -1.17854846e-02 -1.01146558e-01  9.16780468e-02 -9.74698854e-02]"
2,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,"[-0.04760318  0.31547419  0.05543781  0.08557029  0.02250734 -0.24005063
  0.02355666  0.42279531  0.07083004 -0.1236891   0.19687763 -0.02233096
  0.01854389  0.04783896 -0.11643489 -0.19816975  0.24204768 -0.05895806
 -0.01193317 -0.08372282 -0.19997914  0.03198768  0.13785354  0.1679579
 -0.0051066   0.0224895  -0.32438295  0.08908154 -0.15054508 -0.19478229
 -0.03093015 -0.04741267  0.03470229 -0.1249127  -0.14762715  0.28421993
  0.03785224 -0.11723915 -0.13587318 -0.02649967 -0.23055479 -0.06548677
  0.06328218 -0.1726263   0.06042431  0.13627229  0.03355789  0.15561697
 -0.01156649  0.12927603  0.0722391   0.10413544 -0.14415724  0.08241488
  0.09947293  0.10731087  0.07380863 -0.05483536 -0.06726215 -0.07940589
 -0.04761872 -0.2490102   0.12394131  0.13217397  0.0247516   0.09979056
 -0.05017197  0.14739739 -0.17138994  0.03638012  0.01213213 -0.05041534
  0.09791    -0.19023898  0.08498768  0.13763118 -0.16564497  0.15104161
  0.00457848  0.02260091 -0.17183069 -0.21961161 -0.05145793  0.39236584
 -0.00081002  0.00447659 -0.12520133 -0.00807148  0.1920428   0.07769782
  0.14758735 -0.0995348   0.17813691  0.07673047  0.24058759  0.32204229
  0.28739842  0.04618226 -0.14988575  0.12929173 -0.0061169  -0.07610024
  0.19806746 -0.05303486  0.03148082 -0.17682612 -0.04741826  0.02184957
 -0.08699732  0.14465947 -0.31058641 -0.02328155 -0.13349547  0.03317196
  0.00669742  0.06443596 -0.01799445 -0.05775298  0.3064929  -0.3057093
  0.139492    0.23513702  0.24762449 -0.01343497 -0.16266646  0.09935883
 -0.08233125 -0.24030756 -0.08028979  0.18448065  0.18487153  0.2450677
  0.1034712  -0.15822881  0.06329852  0.16314889  0.00158521 -0.03847095
 -0.28879404 -0.3116507   0.02609717 -0.1390857  -0.16234175  0.10515043
  0.0169359  -0.08649154 -0.29066801 -0.20271517  0.17927169 -0.07937901
  0.04155468 -0.41749652 -0.05707745 -0.17548351 -0.08144678  0.15723428
 -0.15519852 -0.1756971  -0.03160117  0.17454711  0.03134431  0.0855597
 -0.35526554  0.1014512  -0.02407286  0.04801285 -0.10156512  0.0732547
  0.06457364  0.42955539 -0.18970856 -0.0387931   0.1313542   0.16329206
 -0.00704083 -0.00880721 -0.02051873 -0.29003239  0.00887518 -0.04968519
 -0.13040538  0.01937731 -0.35172652 -0.12023185 -0.05672962 -0.06024712
  0.1670225   0.43986814  0.01774794 -0.26979225  0.09868578 -0.05136035
 -0.24698229 -0.05139218  0.04878596 -0.34687376  0.10135879 -0.08302048
  0.02525998 -0.10557138 -0.13317024  0.07540408  0.01388241 -0.25335407
  0.08431982 -0.10337883 -0.12197697  0.07235945 -0.04884429  0.03145977
 -0.09519034 -0.18267903 -0.0241663  -0.17838019  0.19632978 -0.22794929
 -0.04986171 -0.42722083 -0.30391632 -0.21694384  0.16177166 -0.01584274
 -0.11954201 -0.05874531  0.00547349 -0.06257724  0.00597985 -0.0780089
 -0.1099526   0.05812276  0.10571835 -0.07668288 -0.00776766  0.25714716
 -0.2455498   0.0782175  -0.07874562 -0.00880476  0.04702845 -0.37488693
  0.23059038 -0.30485014 -0.09559332  0.01512523  0.01319957 -0.22201227
 -0.00809192  0.03371405 -0.03868545  0.23150957  0.1207898   0.05529078
  0.04729413  0.15398209 -0.32971686 -0.12632416  0.26760515  0.08258476
 -0.34875039 -0.06860267  0.10089646  0.06595981  0.15405312 -0.40765938
 -0.20020268 -0.05398387  0.08907763  0.17732324 -0.35960053  0.02585162
 -0.03012904 -0.05636902  0.02923482 -0.06961581  0.14897364  0.22126679
  0.19380889  0.01279759 -0.41094117  0.10881315  0.17520979 -0.19369725
 -0.13188687  0.04085553  0.03828975  0.07054797 -0.33170221  0.22614558
  0.02318219  0.17771923  0.04841142  0.22734759  0.07173544  0.05687207
  0.26903113  0.2613217  -0.01418634 -0.1079248   0.09631325 -0.10367661]"
3,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,"[-0.04599717  0.29927117  0.05189428  0.07860974  0.03067555 -0.2281071
  0.01817505  0.39483387  0.06415441 -0.11640066  0.18397615 -0.01989809
  0.01875502  0.03711021 -0.10518786 -0.18145133  0.22278819 -0.05326685
 -0.01307934 -0.07432339 -0.18290314  0.03204115  0.13090529  0.15032865
 -0.00689992  0.01860535 -0.30071254  0.08628488 -0.13692122 -0.18118793
 -0.03232363 -0.0415124   0.03297383 -0.11317556 -0.13940631  0.26476649
  0.03875693 -0.10503082 -0.12211163 -0.02342282 -0.21443977 -0.0663668
  0.0552226  -0.15815999  0.05593918  0.12942069  0.03698897  0.14812986
 -0.01541948  0.12203451  0.06571257  0.09504055 -0.13880046  0.07690144
  0.09238035  0.1001719   0.06637416 -0.04827223 -0.06454715 -0.07450539
 -0.04737444 -0.22854306  0.11430059  0.12254812  0.01909412  0.09155861
 -0.05066204  0.13932617 -0.16116432  0.03507842  0.01294571 -0.05046642
  0.09365298 -0.17922814  0.0755557   0.1247067  -0.15091909  0.1414011
  0.00127689  0.02100846 -0.16074504 -0.20361544 -0.05108051  0.36846371
 -0.00053698  0.00468504 -0.12347364 -0.00729532  0.17450642  0.07651598
  0.14047524 -0.09310508  0.16096514  0.07564335  0.22568738  0.29429118
  0.26451457  0.04401999 -0.14127347  0.11929514 -0.00556164 -0.07504373
  0.18134328 -0.05051617  0.0235236  -0.16754638 -0.04155145  0.01939301
 -0.07914767  0.1421681  -0.2839079  -0.02039451 -0.11937636  0.02827919
  0.00869789  0.06047197 -0.01775154 -0.06133949  0.28595052 -0.28297151
  0.12917798  0.21667477  0.23026725 -0.0125114  -0.15553879  0.09381688
 -0.07695257 -0.22935815 -0.07580417  0.1709274   0.17364114  0.23064749
  0.08991323 -0.1498366   0.0583183   0.15898726  0.00093292 -0.03935398
 -0.26875796 -0.28771158  0.02172114 -0.13052514 -0.15491136  0.0972943
  0.01616319 -0.08323347 -0.26989822 -0.18672361  0.1678802  -0.06900682
  0.04147615 -0.38507012 -0.05321254 -0.16245579 -0.07855128  0.149529
 -0.14549582 -0.16506404 -0.022773    0.1598201   0.02951889  0.08365406
 -0.33598235  0.09830567 -0.02910643  0.04047638 -0.09184773  0.06933981
  0.06150848  0.3989127  -0.17296843 -0.03440327  0.12344373  0.15367658
 -0.01341342 -0.00463463 -0.01991967 -0.27586329  0.00843927 -0.04716312
 -0.11498313  0.01690553 -0.32657286 -0.11169116 -0.05387468 -0.05114519
  0.15931308  0.40353245  0.0141937  -0.25413433  0.08921756 -0.04703044
 -0.23311218 -0.05048288  0.04531549 -0.31469834  0.09089054 -0.0824418
  0.01984214 -0.09995488 -0.12448921  0.07059812  0.02042197 -0.23162314
  0.07333555 -0.09476796 -0.11644212  0.05993906 -0.04557956  0.02317537
 -0.08310225 -0.16784755 -0.02276602 -0.1671246   0.18651887 -0.21378493
 -0.04815706 -0.40045804 -0.28721702 -0.20097139  0.15050828 -0.02051928
 -0.10953612 -0.05093464 -0.00223075 -0.05602542  0.00546284 -0.07084979
 -0.10291119  0.05604097  0.0948387  -0.06629968 -0.00753122  0.23965918
 -0.22922541  0.07225241 -0.07602218 -0.00207244  0.04154199 -0.34932269
  0.20979723 -0.28228739 -0.09191364  0.01073774  0.01703526 -0.20537702
 -0.00585533  0.03418732 -0.03416217  0.21483923  0.10758691  0.04758068
  0.04422009  0.14187881 -0.3037268  -0.11491769  0.24921471  0.08179631
 -0.31904075 -0.06700768  0.09220656  0.06486405  0.14518215 -0.38098107
 -0.1889743  -0.05358649  0.08036194  0.16417827 -0.33390164  0.02642264
 -0.0303539  -0.05342987  0.02911067 -0.06252711  0.13517082  0.21173371
  0.18045378  0.00762248 -0.38414239  0.10392711  0.16635304 -0.18562332
 -0.11787622  0.04171364  0.0337134   0.06563431 -0.30907891  0.21051886
  0.02418855  0.16524842  0.04433383  0.20880491  0.06845859  0.05618946
  0.25370602  0.24235717 -0.01352558 -0.10089452  0.08655698 -0.09017223]"
4,5aAx2yezTd8zXrkmtKl66Z,0.681,0.594,-7.028,0.282,0.165,3.49e-06,0.134,0.535,186.054,"[-0.03297679  0.20933631  0.0383963   0.05695391  0.0148572  -0.15901071
  0.01503306  0.28076989  0.04698359 -0.08243329  0.13171986 -0.01443074
  0.01202382  0.03223701 -0.07709822 -0.13058193  0.16087044 -0.0384038
 -0.00762686 -0.05569763 -0.13224738  0.0208621   0.09031923  0.11014939
 -0.00355991  0.01595058 -0.21501156  0.05979197 -0.09947068 -0.12907325
 -0.0218292  -0.03140298  0.02431666 -0.08204595 -0.09713138  0.1877175
  0.02572832 -0.07843612 -0.09005052 -0.01753929 -0.15387817 -0.04338944
  0.04132482 -0.11394084  0.03963101  0.08940061  0.02348321  0.10293824
 -0.00740964  0.0866641   0.04821976  0.06933344 -0.09526402  0.0551447
  0.06620895  0.07078097  0.05002096 -0.03576784 -0.04485147 -0.05246692
 -0.03110512 -0.16457542  0.08078362  0.08702187  0.01776163  0.06493404
 -0.03294374  0.09838306 -0.11286827  0.02437681  0.00805895 -0.03442675
  0.06455377 -0.12646436  0.05594175  0.0917494  -0.1097898   0.10037563
  0.00295692  0.01528293 -0.11431565 -0.14576131 -0.03451154  0.25972215
 -0.00045024  0.00333088 -0.08292681 -0.0055382   0.12684746  0.05195331
  0.09878755 -0.06722508  0.11688941  0.05066352  0.15924836  0.21287001
  0.19053982  0.03113818 -0.09863822  0.0855073  -0.00510616 -0.05110643
  0.13063638 -0.03520786  0.0215744  -0.1176392  -0.03133375  0.01510614
 -0.05685416  0.09555544 -0.20683848 -0.01448069 -0.09107095  0.02180934
  0.00493719  0.04373671 -0.01274299 -0.03843494  0.20270533 -0.20221082
  0.09127523  0.15525048  0.16420472 -0.00983648 -0.10699802  0.06644475
 -0.05557963 -0.15937154 -0.05330501  0.12258776  0.12228191  0.16166201
  0.06807355 -0.10586135  0.04269781  0.10862762  0.0017422  -0.02470291
 -0.19124054 -0.20660981  0.01725162 -0.09289129 -0.10899256  0.06945158
  0.01083626 -0.05725531 -0.19294599 -0.13414285  0.11888854 -0.05219027
  0.02908529 -0.27735442 -0.03780957 -0.11634745 -0.05517691  0.10426237
 -0.10276824 -0.11692195 -0.02085097  0.1154561   0.02043365  0.05685191
 -0.23444221  0.06653432 -0.01549726  0.03231328 -0.06773656  0.04796699
  0.04222697  0.28453229 -0.12581628 -0.02476107  0.08663466  0.10785955
 -0.00491325 -0.00671603 -0.01361145 -0.19238638  0.00522244 -0.03213434
 -0.08658655  0.013269   -0.23279611 -0.08107161 -0.03799834 -0.04053792
  0.11070787  0.2909427   0.01192623 -0.17877414  0.06559477 -0.03348437
 -0.16287174 -0.03444319  0.03273926 -0.22946456  0.0671759  -0.05448264
  0.0156364  -0.06908938 -0.08890594  0.04949817  0.00904146 -0.16765158
  0.05598674 -0.06874674 -0.07992688  0.04819665 -0.03265823  0.02066616
 -0.06315208 -0.12058658 -0.01692503 -0.11699941  0.12884468 -0.15210921
 -0.03259954 -0.28304244 -0.20182954 -0.14468269  0.10823725 -0.01125386
 -0.0794032  -0.03820757  0.00410999 -0.04078315  0.00346665 -0.05096666
 -0.07260984  0.0403069   0.0697832  -0.04952503 -0.00557443  0.17088724
 -0.16378845  0.05173543 -0.05189398 -0.00457002  0.0316229  -0.24940763
  0.15363371 -0.20170059 -0.06254186  0.00989724  0.00958353 -0.14657554
 -0.00446604  0.02115795 -0.02586405  0.15401531  0.08047182  0.03657335
  0.03078078  0.10220746 -0.22031183 -0.08267762  0.17848014  0.05470827
 -0.23189506 -0.04700993  0.06778522  0.0446938   0.1014474  -0.27070925
 -0.1331741  -0.03618659  0.05995461  0.11730108 -0.23832378  0.01740387
 -0.02000227 -0.03807615  0.01980639 -0.04685326  0.09922081  0.14791975
  0.12924174  0.00880998 -0.27290152  0.07236764  0.11831512 -0.12762844
 -0.08687637  0.02652202  0.02666256  0.04699255 -0.22027364  0.15076309
  0.01564953  0.11791272  0.03303137  0.15045575  0.04748531  0.03702196
  0.17789406  0.17362183 -0.00854244 -0.07104902  0.06366032 -0.06866841]"
